tweet,sentiment
I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I`ll make my own,negative
 LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,negative
 just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!,negative
"Hey Girlie, How are you doing?  ",positive
" aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours",positive
gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,positive
_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!,positive
Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,negative
"_Marls Nah I got bare work to do, 3 weeks left and I`m bare behind",negative
"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",negative
**** IT!! _____________,negative
It`s gloomy as hell outside today.,negative
 nice,positive
 you are very welcome,positive
im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair,negative
Cleaned. Laundry. Nails painted. Productive saturday night,positive
Greg Pritchard should have got threw to the final of britains got talent,negative
_creek No worries - thank google! There`s nothing you can`t find on there!,positive
why won`t the kids sleep,negative
"Good Night,  Happy Mother`s Day !!",positive
 revising as uni exams are looming,negative
_flores aww i don`t! i guess that`s why it doesnt  (blackberrymessenger),negative
i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,positive
Yaay congrats Shmolan on graduating  I`m proud of you!! Have fun! <3,positive
Working working and working at www.redirlanda.es. Many hours spent but it worth!! Letï¿½s make Red Irlanda big,positive
 i think twitter hates every1 when it comes 2 photos! took me ages the other day 2 change my pic!! especially at this time!,negative
oh no! I just crashed my ball pump,negative
I wonder how effective these street preachers are....   http://twitpic.com/67qhz,positive
got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools,negative
is at her nan`s house eating fish and chips and watching Top Gear. Good times.,positive
 http://tinyurl.com/c33ffv thats what im making for dinner very yummy,positive
" nigel really enjoyed it, but he`s got a big scratch on his side that inexplicably appeared afterwards...",positive
goodbyeeee Arizona. See you in 3 weeks.,negative
 happy mother`s day! you are beautiful.,positive
" I`d love that. And, don`t think of it as easy. Think of it as enthusiastic.",positive
 WOW.How sweet!,positive
 britains got talent is rather disappointing this year,negative
asda ready meal - i don`t think i`ll ever be the same again,negative
Good B-movie... Starship Troopers is cool! Citizen,positive
 thanks   got a hold of someone there who knew their stuff..at last!,positive
"Ah, the bank holiday shift at work. What fun",negative
 goodmorning,positive
Happy mother`s day everyone! still playing pet society!,positive
" After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",negative
": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)",negative
" hmm...ok, well I hope you feel better soon babe  Ima go to bed, I have a long day tomorrow",positive
I miss my boys,negative
" Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",positive
Tiesto in Vicky Park - how excellent,positive
 hi Nick! I really like the serie JONAS  it`s awesome! See you soon in the concert! kisses - Marta,positive
Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time,positive
 Glad you got there safe & saw your daughter.  Enjoy your time there!,positive
 boo. i got rained out at the beach.,negative
 I`m sorry you`re having a bad day   I was just looking back through. Do I need to give someone a knuckle sandwich?,negative
i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,negative
"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",negative
 I don`t mind him not paying rent. I`m just over the moon at the idea of him moving out at least 12 years early,positive
_Inovera Hi Jakki! Thanks for the hug - right back at ya,positive
 i want magic mountain tix but i dont get ur station out in paso  boo sux for me,negative
waaa the octo drive and i can`t go for it,negative
"PLEASE PLEASE, ANYONE?",positive
is feeling good.. kinda tired.. miss him... can`t wait for grad this weekend!!,positive
Thanks Synn!,positive
 Don`t think you would be happy if you were...,positive
 welcome aboard my friend... the fans are gonna LOVE ya here,positive
sitting in the car with my cat. he keeps meowing and i feel so bad,negative
  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,positive
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
 I get to go to coffee now  It`s no fun. I hate it too!,negative
i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,negative
 I want to go back to school too *sigh* - but I am too poor,negative
 u suck! had i went to jail i couldnt tweet anymore,negative
" CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",negative
ooo how i love a bank holiday  x,positive
 ehhehehe thanks,positive
lohang: is listening to music. really happy about !librefm #audacious combination  here`s my profile http://is.. http://tinyurl.com/r5o3zj,positive
"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off.",negative
 fuckyoumonday?  I like it. It`s a totally ****-tastic rainy day here. :/ I`m off to work. *hugs*,negative
 thanks :0 I will try,positive
 I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday,negative
gosh it`s anoher cloudy day  wish they would go away.. or rain..,negative
oops i did it again...really shouldnt have.,negative
"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",positive
10 Cutest Cat moments video - http://shrt.st/4ce - enjoy,positive
" awe! i miss him so much. they`re on 'vacation'. which has lasted for like, six months. and i miss you!",negative
I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well off to mow.,negative
 Glad you like!,positive
"Hot ****, I`m at **** Disneyland!",negative
"@_elj Appreciated,uni email is helpful..",positive
_sl happy sunday to you to,positive
"homee from wango tango, i had fun  really tired now. wrapping moms present and passing out. <3",positive
 thnks for followin,positive
Good morning everyone  It`s a nice day #iloveitwhen the sun is shining. And now I`m going to write some stuff,positive
"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",positive
"Hey Oprah just watched the show with Hugh Jackman, I love him too, he is so sexy",positive
Allergies suck ducks nuts.     <=====8=====>,negative
"aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker",positive
is hoping that she left her bb at home and didn`t lose it on the Metro,positive
 that video was funny  i`m just signing up now and i`ll vote for you!!  x,positive
" Oh, I see!  So it`s like, morning there, right? Happy breakfast! *thumbs up*",positive
Happy mother`s day !!!!,positive
I`m havin the stupid stomach pain again & again... Today is my outing with SPH frenz & my stomach nvr fails to dissappoint me. Haiz,negative
Twitter`s being lame and won`t post my twitpic of Gucci and I,negative
" I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",positive
 CONGRATS on graduating college!,positive
My brother just woke me up to help him with his homework. I`m not happy,negative
Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,positive
 you said you **** up your nose!,negative
" mmmm now you`re speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess",negative
mum`s day - ended up being happy  not that it`s my day or anything....,positive
 oh ... you`ve been superseeded?  not good enough,negative
I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,positive
 my bad. I thought you were talking about today,negative
